Country,Year,Daily_Cigarettes,Percentage_Male_Smokers,Percentage_Female_Smokers,Percentage_Total_Smokers,Smokers_Total,Smokers_Female,Smokers_Male,Region
Morocco,1994,17.6,13.9,27.6,0.7,2252821,54362,2198459,Africa
Morocco,1995,17.6,13.9,27.7,0.6,2317949,55137,2262812,Africa
Morocco,1996,17.4,13.9,27.7,0.6,2378129,55903,2322226,Africa
Morocco,1997,17.3,13.9,27.6,0.6,2438089,56745,2381343,Africa
Morocco,1998,17.1,13.8,27.6,0.6,2495176,57456,2437719,Africa
Morocco,1999,17.0,13.8,27.6,0.6,2555184,58263,2496921,Africa
Morocco,2000,16.9,13.8,27.6,0.6,2614765,59213,2555551,Africa
Morocco,2001,16.8,13.8,27.5,0.6,2660322,60762,2599560,Africa
Morocco,2002,16.6,13.7,27.5,0.6,2707390,62424,2644966,Africa
Morocco,2003,16.4,13.7,27.5,0.6,2750085,64442,2685644,Africa
Morocco,2004,16.2,13.6,27.4,0.6,2791628,66311,2725317,Africa
Morocco,2005,15.9,13.6,27.3,0.6,2834802,68429,2766373,Africa
Morocco,2006,15.6,13.5,27.3,0.6,2876516,70816,2805699,Africa
Morocco,2007,15.4,13.5,27.2,0.7,2919177,73902,2845275,Africa
Morocco,2008,15.1,13.5,27.1,0.7,2960302,77205,2883098,Africa
Morocco,2009,14.8,13.4,27.0,0.7,3004072,80706,2923366,Africa
Morocco,2010,14.6,13.4,27.0,0.7,3051954,84273,2967681,Africa
Morocco,2011,14.3,13.4,27.0,0.7,3104458,86890,3017568,Africa
Morocco,2012,14.0,13.5,27.0,0.7,3161489,89109,3072380,Africa
Mozambique,1980,4.3,12.3,21.7,3.6,837302,125855,711447,Africa
Mozambique,1981,4.3,12.3,21.6,3.6,855124,128816,726308,Africa
Mozambique,1982,4.2,12.2,21.6,3.6,871873,131685,740189,Africa
Mozambique,1983,4.0,12.2,21.5,3.6,884355,134115,750240,Africa
Mozambique,1984,3.8,12.1,21.4,3.6,889778,135945,753833,Africa
Mozambique,1985,3.6,12.0,21.3,3.6,886337,136982,749355,Africa
Mozambique,1986,3.4,11.9,21.1,3.6,872115,137083,735032,Africa
Mozambique,1987,3.4,11.7,20.9,3.6,850479,136614,713865,Africa
Mozambique,1988,3.4,11.5,20.7,3.6,828292,136192,692100,Africa
Mozambique,1989,3.5,11.4,20.5,3.5,815595,136639,678956,Africa
Mozambique,1990,3.6,11.3,20.4,3.5,818936,138560,680376,Africa
Mozambique,1991,3.6,11.3,20.5,3.5,841507,142293,699214,Africa
Mozambique,1992,3.6,11.3,20.6,3.5,879531,147444,732086,Africa
Mozambique,1993,3.5,11.3,20.7,3.5,928052,153786,774265,Africa
Mozambique,1994,3.5,11.4,20.8,3.5,977388,160433,816955,Africa
Mozambique,1995,3.5,11.4,20.8,3.4,1020417,166589,853828,Africa
Mozambique,1996,3.5,11.4,20.8,3.5,1056658,172351,884308,Africa
Mozambique,1997,3.5,11.4,20.7,3.5,1088527,178078,910450,Africa
Mozambique,1998,3.6,11.4,20.6,3.5,1114324,183156,931169,Africa
Mozambique,1999,3.7,11.4,20.4,3.5,1137909,187789,950120,Africa
Mozambique,2000,3.8,11.3,20.3,3.5,1162287,192157,970130,Africa
Mozambique,2001,3.9,11.3,20.2,3.5,1189844,196502,993342,Africa
Mozambique,2002,4.0,11.3,20.2,3.5,1221017,201064,1019953,Africa
Mozambique,2003,4.1,11.4,20.3,3.5,1256294,205933,1050362,Africa
Mozambique,2004,4.2,11.5,20.5,3.5,1303126,213253,1089873,Africa
Mozambique,2005,4.3,11.6,20.7,3.6,1350393,220489,1129904,Africa
Mozambique,2006,4.4,11.6,20.6,3.6,1380449,224299,1156150,Africa
Mozambique,2007,4.5,11.5,20.4,3.5,1404073,227386,1176687,Africa
Mozambique,2008,4.7,11.4,20.2,3.5,1423015,229979,1193035,Africa
Mozambique,2009,4.9,11.3,19.9,3.5,1439937,232116,1207821,Africa
Mozambique,2010,5.0,11.1,19.6,3.4,1457274,234219,1223055,Africa
Mozambique,2011,5.2,11.0,19.4,3.4,1478968,237129,1241840,Africa
Mozambique,2012,5.4,11.0,19.4,3.4,1515245,241271,1273973,Africa
Myanmar,1980,27.6,21.5,38.0,6.2,4369829,646665,3723164,Asia
Myanmar,1981,27.6,21.5,38.0,6.1,4481313,660068,3821244,Asia
Myanmar,1982,27.5,21.5,37.9,6.1,4592475,673139,3919336,Asia
Myanmar,1983,27.3,21.4,37.9,6.0,4704617,686174,4018443,Asia
Myanmar,1984,27.2,21.3,37.8,6.0,4815130,698923,4116208,Asia
Myanmar,1985,27.0,21.3,37.7,5.9,4928140,711971,4216168,Asia
Myanmar,1986,26.9,21.3,37.7,5.9,5049231,725858,4323372,Asia
Myanmar,1987,26.9,21.3,37.8,5.9,5185568,740890,4444677,Asia
Myanmar,1988,27.2,21.4,38.0,5.9,5349214,759416,4589797,Asia
Myanmar,1989,27.4,21.5,38.3,5.9,5507901,777269,4730633,Asia
Myanmar,1990,27.5,21.6,38.4,5.9,5664430,794558,4869873,Asia
Myanmar,1991,27.6,21.6,38.6,5.8,5824858,812658,5012200,Asia
Myanmar,1992,27.6,21.6,38.6,5.8,5963636,829018,5134617,Asia
Myanmar,1993,27.4,21.6,38.4,5.8,6091250,844947,5246303,Asia
Myanmar,1994,27.0,21.4,38.2,5.7,6200023,858616,5341408,Asia
Myanmar,1995,26.5,21.2,37.8,5.7,6298785,871854,5426931,Asia
Myanmar,1996,25.9,21.0,37.3,5.6,6390991,886081,5504910,Asia
Myanmar,1997,25.1,20.7,36.7,5.7,6480495,913340,5567156,Asia
Myanmar,1998,24.3,20.5,36.2,5.7,6566871,940438,5626432,Asia
Myanmar,1999,23.4,20.2,35.5,5.7,6630130,967971,5662159,Asia
Myanmar,2000,22.4,19.9,34.8,5.8,6665222,999186,5666036,Asia
Myanmar,2001,21.2,19.6,34.1,5.9,6684352,1036872,5647480,Asia
Myanmar,2002,19.9,19.4,33.4,6.3,6741312,1131352,5609960,Asia
Myanmar,2003,18.6,19.3,32.7,6.7,6783632,1222371,5561261,Asia
Myanmar,2004,17.4,19.0,32.1,6.7,6759373,1242565,5516809,Asia
Myanmar,2005,16.2,18.6,31.6,6.6,6725380,1243969,5481411,Asia
Myanmar,2006,15.1,18.3,31.1,6.5,6690212,1232929,5457283,Asia
Myanmar,2007,14.0,18.0,30.7,6.3,6661789,1214211,5447578,Asia
Myanmar,2008,13.0,17.8,30.4,6.1,6662316,1195624,5466692,Asia
Myanmar,2009,12.2,17.6,30.3,6.0,6687057,1182484,5504574,Asia
Myanmar,2010,11.4,17.5,30.2,5.9,6734754,1184596,5550158,Asia
Myanmar,2011,10.7,17.5,30.1,5.9,6802243,1195739,5606504,Asia
Myanmar,2012,10.0,17.5,30.0,5.9,6886003,1213455,5672548,Asia
Namibia,1980,6.4,17.6,25.4,10.5,95237,29561,65675,Africa
Namibia,1981,6.5,17.5,25.4,10.5,96293,30104,66188,Africa
Namibia,1982,6.5,17.5,25.3,10.5,97564,30704,66860,Africa
Namibia,1983,6.7,17.4,25.2,10.5,99362,31430,67932,Africa
Namibia,1984,6.8,17.4,25.2,10.5,102096,32378,69718,Africa
Namibia,1985,6.9,17.4,25.2,10.5,106098,33623,72475,Africa
Namibia,1986,7.0,17.4,25.2,10.4,111515,35213,76301,Africa
Namibia,1987,7.0,17.4,25.2,10.4,118130,37086,81045,Africa
Namibia,1988,7.0,17.5,25.3,10.4,125631,39187,86444,Africa
Namibia,1989,7.0,17.6,25.4,10.4,133363,41358,92005,Africa
Namibia,1990,7.0,17.6,25.5,10.5,140792,43470,97322,Africa
Namibia,1991,7.0,17.7,25.6,10.5,147683,45451,102231,Africa
Namibia,1992,6.9,17.8,25.7,10.5,154066,47320,106745,Africa
Namibia,1993,6.8,17.9,25.8,10.6,160349,49163,111186,Africa
Namibia,1994,6.8,18.0,25.9,10.6,166694,51024,115670,Africa
Namibia,1995,6.7,18.1,26.0,10.7,173331,52960,120371,Africa
Namibia,1996,6.6,18.1,26.1,10.7,180276,54896,125380,Africa
Namibia,1997,6.6,17.9,25.8,10.5,184937,55974,128963,Africa
Namibia,1998,6.6,17.7,25.6,10.4,189346,57001,132345,Africa
Namibia,1999,6.6,17.5,25.2,10.2,192568,57722,134847,Africa
Namibia,2000,6.6,17.2,24.8,10.0,194123,58069,136054,Africa
Namibia,2001,6.8,16.5,24.0,9.6,190591,56846,133745,Africa
Namibia,2002,7.0,15.9,23.1,9.2,186240,55491,130749,Africa
Namibia,2003,7.1,15.4,22.4,8.8,182100,54230,127870,Africa
Namibia,2004,7.1,15.0,21.9,8.6,180002,53429,126574,Africa
Namibia,2005,7.0,14.7,21.6,8.3,179281,52884,126397,Africa
Namibia,2006,6.9,14.5,21.4,8.1,179630,52683,126946,Africa
Namibia,2007,6.7,14.3,21.2,8.0,181127,52935,128192,Africa
Namibia,2008,6.5,14.3,21.2,8.0,184673,54192,130481,Africa
Namibia,2009,6.3,14.3,21.2,8.0,189513,55804,133709,Africa
Namibia,2010,6.1,14.4,21.3,8.1,195288,57683,137606,Africa
Namibia,2011,5.9,14.5,21.5,8.2,201965,59806,142160,Africa
Namibia,2012,5.6,14.6,21.6,8.3,209463,62150,147313,Africa
Nepal,1980,6.4,34.3,47.5,20.7,2890526,860585,2029942,Asia
Nepal,1981,6.5,34.4,47.6,20.8,2961400,883454,2077946,Asia
Nepal,1982,6.6,34.5,47.7,20.9,3034896,907569,2127326,Asia
Nepal,1983,6.7,34.6,47.8,21.0,3112584,934037,2178547,Asia
Nepal,1984,6.8,34.6,47.9,21.1,3187271,962033,2225239,Asia
Nepal,1985,6.9,34.7,48.0,21.2,3260822,992233,2268589,Asia
Nepal,1986,6.9,34.7,48.1,21.4,3331671,1025504,2306168,Asia
Nepal,1987,6.9,34.8,48.2,21.6,3403346,1062632,2340715,Asia
Nepal,1988,6.9,34.8,48.3,21.7,3478572,1100381,2378191,Asia
Nepal,1989,6.8,34.9,48.4,21.9,3568231,1137305,2430927,Asia
Nepal,1990,6.7,35.1,48.4,22.2,3677988,1172231,2505758,Asia
Nepal,1991,6.6,35.4,48.5,22.4,3810448,1203593,2606855,Asia
Nepal,1992,6.4,35.8,48.5,22.7,3965631,1233894,2731737,Asia
Nepal,1993,6.3,36.2,48.6,23.0,4135266,1267638,2867627,Asia
Nepal,1994,6.1,36.6,48.7,23.3,4305832,1309734,2996099,Asia
Nepal,1995,5.9,36.9,48.9,23.7,4471644,1366650,3104994,Asia
Nepal,1996,5.8,37.1,49.2,24.1,4627097,1439248,3187849,Asia
Nepal,1997,5.7,36.8,48.9,24.0,4707907,1498888,3209019,Asia
Nepal,1998,5.6,36.4,48.6,23.9,4781977,1563414,3218562,Asia
Nepal,1999,5.6,35.9,48.3,23.8,4849907,1621946,3227961,Asia
Nepal,2000,5.5,35.5,47.9,23.6,4903528,1666495,3237033,Asia
Nepal,2001,5.4,34.8,47.3,23.1,4922853,1677245,3245609,Asia
Nepal,2002,5.5,33.5,45.5,22.2,4828776,1650670,3178105,Asia
Nepal,2003,5.6,32.0,43.5,21.2,4716406,1615018,3101388,Asia
Nepal,2004,5.7,30.4,41.4,20.2,4571747,1567357,3004390,Asia
Nepal,2005,5.8,28.8,39.2,19.1,4413471,1514910,2898560,Asia
Nepal,2006,5.9,27.3,37.3,18.1,4262860,1462864,2799996,Asia
Nepal,2007,6.0,26.2,36.1,17.0,4161348,1411307,2750042,Asia
Nepal,2008,6.0,25.4,35.4,16.3,4111096,1378183,2732912,Asia
Nepal,2009,5.9,24.7,34.9,15.6,4087660,1351771,2735889,Asia
Nepal,2010,5.8,24.2,34.6,15.0,4093768,1333907,2759861,Asia
Nepal,2011,5.7,23.9,34.4,14.5,4126481,1327321,2799161,Asia
Nepal,2012,5.5,23.8,34.5,14.3,4213365,1345180,2868185,Asia
Netherlands,1980,11.2,29.4,34.4,24.7,3235451,1376557,1858895,Europe
Netherlands,1981,11.0,29.1,33.7,24.5,3237042,1389327,1847715,Europe
Netherlands,1982,10.9,28.7,33.1,24.4,3237140,1401836,1835304,Europe
Netherlands,1983,10.9,28.4,32.6,24.4,3240271,1413246,1827025,Europe
Netherlands,1984,10.9,28.1,32.2,24.2,3242855,1421695,1821160,Europe
Netherlands,1985,10.9,27.9,31.8,24.1,3252912,1433111,1819801,Europe
Netherlands,1986,10.9,27.7,31.5,24.0,3267033,1445799,1821235,Europe
Netherlands,1987,11.0,27.5,31.2,24.0,3285320,1458590,1826729,Europe
Netherlands,1988,11.2,27.3,30.9,23.9,3291983,1463910,1828073,Europe
Netherlands,1989,11.3,27.2,30.8,23.8,3304255,1470958,1833297,Europe
Netherlands,1990,11.4,27.1,30.6,23.7,3313974,1476787,1837188,Europe
Netherlands,1991,11.6,27.0,30.5,23.7,3330968,1487208,1843760,Europe
Netherlands,1992,11.9,26.9,30.3,23.6,3335464,1493794,1841670,Europe
Netherlands,1993,12.2,26.8,30.1,23.7,3348482,1506024,1842458,Europe
Netherlands,1994,12.5,26.8,30.0,23.7,3366121,1517696,1848425,Europe
Netherlands,1995,12.8,26.8,29.9,23.7,3375679,1525129,1850550,Europe
Netherlands,1996,13.1,26.8,29.9,23.9,3398297,1541540,1856757,Europe
Netherlands,1997,13.3,26.8,29.7,24.0,3414581,1556212,1858370,Europe
Netherlands,1998,13.4,26.8,29.6,24.1,3434617,1573556,1861061,Europe
Netherlands,1999,13.5,26.6,29.3,24.1,3432124,1582674,1849450,Europe
Netherlands,2000,13.6,26.3,28.6,24.0,3408008,1585208,1822801,Europe
Netherlands,2001,13.7,25.9,28.0,23.8,3377368,1583673,1793695,Europe
Netherlands,2002,13.9,25.4,27.3,23.6,3338986,1577818,1761168,Europe
Netherlands,2003,14.2,24.8,26.5,23.2,3275496,1557125,1718371,Europe
Netherlands,2004,14.4,24.2,25.7,22.7,3208320,1533394,1674927,Europe
Netherlands,2005,14.5,23.6,25.0,22.2,3146002,1508404,1637598,Europe
Netherlands,2006,14.5,23.0,24.3,21.7,3075799,1478716,1597082,Europe
Netherlands,2007,14.5,22.3,23.5,21.2,3000008,1447461,1552546,Europe
Netherlands,2008,14.4,21.7,22.8,20.7,2931991,1421403,1510588,Europe
Netherlands,2009,14.4,21.2,22.2,20.3,2889634,1404033,1485601,Europe
Netherlands,2010,14.1,21.0,21.9,20.1,2866165,1396253,1469912,Europe
Netherlands,2011,13.8,20.9,21.7,20.0,2857124,1395758,1461366,Europe
Netherlands,2012,13.4,20.8,21.6,20.1,2860947,1401334,1459613,Europe
New Zealand,1980,19.5,32.4,34.6,30.2,741719,351586,390134,Oceania
New Zealand,1981,19.4,32.3,34.4,30.3,748080,356146,391933,Oceania
New Zealand,1982,19.4,32.0,33.9,30.2,753331,361574,391757,Oceania
New Zealand,1983,19.4,31.6,33.2,30.1,757330,367197,390133,Oceania
New Zealand,1984,19.4,30.9,32.0,29.8,751034,368841,382193,Oceania
New Zealand,1985,19.4,30.0,30.7,29.3,737929,366958,370970,Oceania
New Zealand,1986,19.5,29.0,29.5,28.6,721542,362283,359259,Oceania
New Zealand,1987,19.6,28.1,28.4,27.8,706029,356323,349706,Oceania
New Zealand,1988,19.7,27.2,27.5,27.0,690907,349951,340956,Oceania
New Zealand,1989,19.8,26.5,26.8,26.3,677555,343987,333568,Oceania
New Zealand,1990,20.0,26.0,26.3,25.8,675368,342930,332438,Oceania
New Zealand,1991,20.2,25.9,26.2,25.5,691585,350214,341371,Oceania
New Zealand,1992,20.4,25.9,26.3,25.4,702497,354382,348115,Oceania
New Zealand,1993,20.4,25.8,26.4,25.2,708326,355983,352343,Oceania
New Zealand,1994,20.3,25.6,26.2,25.0,712262,357374,354887,Oceania
New Zealand,1995,20.1,25.3,25.9,24.7,715154,358906,356248,Oceania
New Zealand,1996,19.9,25.0,25.6,24.5,718650,361377,357273,Oceania
New Zealand,1997,19.6,24.9,25.4,24.4,723691,364925,358766,Oceania
New Zealand,1998,19.4,24.7,25.2,24.3,726065,367278,358786,Oceania
New Zealand,1999,19.0,24.5,24.8,24.2,723656,367995,355661,Oceania
New Zealand,2000,18.7,24.2,24.4,23.9,719668,367494,352174,Oceania
New Zealand,2001,18.4,23.8,24.0,23.5,716260,365802,350459,Oceania
New Zealand,2002,18.1,23.4,23.7,23.0,716656,364134,352522,Oceania
New Zealand,2003,17.9,22.8,23.3,22.3,714017,359960,354057,Oceania
New Zealand,2004,18.0,21.9,22.6,21.2,698371,349352,349019,Oceania
New Zealand,2005,18.3,20.7,21.5,19.9,671543,333951,337592,Oceania
New Zealand,2006,18.8,19.4,20.3,18.6,639859,316469,323391,Oceania
New Zealand,2007,19.4,18.3,19.2,17.5,610363,301013,309350,Oceania
New Zealand,2008,19.8,17.5,18.3,16.7,591022,291046,299976,Oceania
New Zealand,2009,20.1,17.0,17.9,16.3,578646,285194,293451,Oceania
New Zealand,2010,20.3,16.8,17.6,16.1,573118,283165,289953,Oceania
New Zealand,2011,20.3,16.7,17.4,16.1,572959,283839,289120,Oceania
New Zealand,2012,20.1,16.8,17.4,16.2,578689,287686,291003,Oceania
Nicaragua,1980,27.0,16.0,26.1,6.2,275904,53370,222534,North America
Nicaragua,1981,25.8,15.7,25.5,6.0,277278,53885,223392,North America
Nicaragua,1982,24.6,15.3,24.8,5.9,277803,54323,223479,North America
Nicaragua,1983,23.7,15.0,24.3,5.8,279250,54954,224297,North America
Nicaragua,1984,22.8,14.7,23.7,5.8,280459,55556,224903,North America
Nicaragua,1985,21.8,14.3,23.2,5.7,281173,56106,225067,North America
Nicaragua,1986,20.8,14.0,22.6,5.6,282045,56752,225293,North America
Nicaragua,1987,20.0,13.7,22.1,5.5,283219,57571,225647,North America
Nicaragua,1988,18.7,13.4,21.5,5.4,282567,58256,224311,North America
Nicaragua,1989,17.4,13.0,20.9,5.4,282542,59055,223487,North America
Nicaragua,1990,16.1,12.7,20.3,5.3,283166,59993,223173,North America
Nicaragua,1991,14.8,12.4,19.7,5.2,284521,61118,223403,North America
Nicaragua,1992,13.7,12.1,19.2,5.2,286684,62478,224206,North America
Nicaragua,1993,12.6,11.8,18.7,5.1,289267,64002,225266,North America
Nicaragua,1994,11.9,11.5,18.2,5.1,292188,65546,226643,North America
Nicaragua,1995,11.4,11.3,17.8,5.1,295669,67240,228428,North America
Nicaragua,1996,11.2,11.1,17.5,5.0,299437,69080,230357,North America
Nicaragua,1997,11.2,10.9,16.9,5.0,300981,70871,230110,North America
Nicaragua,1998,11.4,10.7,16.6,5.0,304631,72876,231756,North America
Nicaragua,1999,11.8,10.6,16.4,5.0,310324,75009,235315,North America
Nicaragua,2000,12.2,10.5,16.2,5.0,317249,77172,240077,North America
Nicaragua,2001,12.6,10.5,16.2,5.0,324810,79249,245561,North America
Nicaragua,2002,12.9,10.5,16.2,5.0,332342,80967,251375,North America
Nicaragua,2003,13.2,10.5,16.2,5.0,340302,82777,257525,North America
Nicaragua,2004,13.6,10.5,16.3,5.0,349229,85026,264202,North America
Nicaragua,2005,13.9,10.6,16.3,5.0,358420,87356,271064,North America
Nicaragua,2006,14.3,10.6,16.4,5.0,367787,89681,278107,North America
Nicaragua,2007,14.8,10.6,16.4,5.1,377538,92134,285404,North America
Nicaragua,2008,15.2,10.6,16.5,5.1,387508,94792,292716,North America
Nicaragua,2009,15.3,10.7,16.5,5.1,397244,97615,299629,North America
Nicaragua,2010,15.5,10.7,16.6,5.2,408064,100762,307303,North America
Nicaragua,2011,15.8,10.8,16.6,5.2,420218,104098,316120,North America
Nicaragua,2012,16.2,10.9,16.8,5.2,433250,107520,325730,North America
Niger,1980,6.3,5.4,8.8,2.3,166600,37031,129569,Africa
Niger,1981,6.5,5.4,8.8,2.3,170531,38099,132431,Africa
Niger,1982,6.7,5.4,8.7,2.3,173766,39219,134547,Africa
Niger,1983,7.0,5.3,8.6,2.3,176855,40429,136426,Africa
Niger,1984,7.4,5.3,8.6,2.3,180643,41799,138843,Africa
Niger,1985,7.8,5.3,8.5,2.4,185317,43275,142042,Africa
Niger,1986,8.1,5.3,8.6,2.4,190990,44802,146189,Africa
Niger,1987,8.4,5.3,8.6,2.4,197651,46396,151255,Africa
Niger,1988,8.6,5.4,8.7,2.4,204999,48047,156952,Africa
Niger,1989,8.9,5.4,8.8,2.4,212623,49781,162842,Africa
Niger,1990,9.1,5.4,8.8,2.4,220364,51582,168782,Africa
Niger,1991,9.3,5.4,8.8,2.4,227772,53414,174358,Africa
Niger,1992,9.5,5.4,8.7,2.4,235256,55366,179890,Africa
Niger,1993,9.7,5.4,8.7,2.5,242976,57438,185538,Africa
Niger,1994,9.8,5.4,8.6,2.5,251193,59604,191589,Africa
Niger,1995,9.9,5.4,8.6,2.5,260376,61870,198506,Africa
Niger,1996,9.9,5.4,8.6,2.5,270559,64260,206298,Africa
Niger,1997,9.9,5.4,8.6,2.4,279125,62862,216263,Africa
Niger,1998,9.8,5.4,8.7,2.2,288509,61663,226846,Africa
Niger,1999,9.7,5.4,8.8,2.2,298111,61159,236953,Africa
Niger,2000,9.6,5.4,8.8,2.1,307399,61239,246160,Africa
Niger,2001,9.5,5.3,8.7,2.0,315619,61682,253938,Africa
Niger,2002,9.4,5.3,8.7,2.0,321817,62175,259642,Africa
Niger,2003,9.3,5.2,8.5,2.0,327621,62790,264831,Africa
Niger,2004,9.3,5.1,8.4,1.9,333221,63280,269941,Africa
Niger,2005,9.2,5.0,8.3,1.9,339158,63492,275666,Africa
Niger,2006,9.1,5.0,8.2,1.8,345928,63321,282607,Africa
Niger,2007,9.1,4.9,8.2,1.7,351175,60019,291155,Africa
Niger,2008,8.9,4.9,8.3,1.5,362610,57405,305205,Africa
Niger,2009,8.7,4.9,8.4,1.4,376953,55378,321575,Africa
Niger,2010,8.4,4.9,8.6,1.3,394409,53958,340452,Africa
Niger,2011,8.2,5.0,8.8,1.3,413498,53159,360339,Africa
Niger,2012,7.9,5.0,8.8,1.3,430969,54633,376336,Africa
Nigeria,1980,7.7,9.5,15.1,3.8,3902789,772854,3129935,Africa
Nigeria,1981,7.5,9.5,15.1,3.8,4000435,792388,3208046,Africa
Nigeria,1982,7.4,9.5,15.2,3.8,4094232,811513,3282718,Africa
Nigeria,1983,7.4,9.5,15.2,3.8,4182674,829673,3353001,Africa
Nigeria,1984,7.3,9.5,15.2,3.8,4270889,848612,3422277,Africa
Nigeria,1985,7.2,9.4,15.1,3.8,4362389,868496,3493894,Africa
Nigeria,1986,7.2,9.4,15.1,3.8,4461883,890375,3571507,Africa
Nigeria,1987,7.2,9.4,15.0,3.8,4569424,913433,3655991,Africa
Nigeria,1988,7.1,9.4,15.0,3.8,4682210,936349,3745862,Africa
Nigeria,1989,7.1,9.4,14.9,3.8,4799488,959724,3839764,Africa
Nigeria,1990,7.1,9.3,14.9,3.7,4925630,985559,3940071,Africa
Nigeria,1991,7.1,9.2,14.7,3.7,4970260,987089,3983172,Africa
Nigeria,1992,7.3,9.0,14.3,3.5,4988025,980883,4007142,Africa
Nigeria,1993,7.5,8.7,13.9,3.4,4962125,962952,3999173,Africa
Nigeria,1994,7.8,8.3,13.4,3.2,4878847,929721,3949126,Africa
Nigeria,1995,8.3,7.8,12.7,2.9,4731194,879817,3851377,Africa
Nigeria,1996,8.9,7.3,11.9,2.6,4524069,816471,3707598,Africa
Nigeria,1997,9.8,6.6,10.9,2.2,4221315,713057,3508258,Africa
Nigeria,1998,10.7,6.1,10.2,1.9,4001079,626618,3374461,Africa
Nigeria,1999,11.4,5.7,9.7,1.7,3854758,563195,3291562,Africa
Nigeria,2000,12.0,5.4,9.3,1.5,3764783,519589,3245194,Africa
Nigeria,2001,12.5,5.2,9.0,1.4,3715382,488640,3226742,Africa
Nigeria,2002,12.9,5.1,8.8,1.3,3691837,465000,3226837,Africa
Nigeria,2003,13.2,4.9,8.6,1.2,3687176,445721,3241454,Africa
Nigeria,2004,13.6,4.8,8.4,1.1,3658832,418768,3240064,Africa
Nigeria,2005,13.9,4.6,8.2,1.0,3641367,397516,3243851,Africa
Nigeria,2006,14.2,4.5,8.0,1.0,3632595,382601,3249994,Africa
Nigeria,2007,14.4,4.4,7.8,0.9,3633232,374270,3258962,Africa
Nigeria,2008,14.5,4.3,7.6,0.9,3645986,372642,3273344,Africa
Nigeria,2009,14.6,4.2,7.4,0.9,3664672,388786,3275886,Africa
Nigeria,2010,14.7,4.1,7.3,0.9,3690116,409524,3280592,Africa
Nigeria,2011,14.8,4.1,7.1,1.0,3724554,434454,3290100,Africa
Nigeria,2012,14.7,4.0,6.9,1.0,3776711,462951,3313760,Africa
North Korea,1980,18.0,22.7,44.9,3.5,2512252,208822,2303430,
North Korea,1981,17.9,22.7,44.7,3.5,2588107,213970,2374137,
North Korea,1982,17.7,22.7,44.6,3.5,2667222,219004,2448218,
North Korea,1983,17.6,22.6,44.3,3.5,2748892,223887,2525005,
North Korea,1984,17.3,22.5,44.1,3.4,2833479,228480,2604999,
North Korea,1985,17.1,22.5,44.0,3.4,2919637,232841,2686796,
North Korea,1986,16.8,22.5,43.9,3.4,3008265,236694,2771571,
North Korea,1987,16.4,22.5,43.9,3.3,3098730,240164,2858566,
North Korea,1988,16.0,22.6,43.9,3.3,3189950,243354,2946595,
North Korea,1989,15.7,22.7,44.1,3.2,3282313,246412,3035900,
North Korea,1990,15.4,22.8,44.4,3.2,3375469,249292,3126176,
North Korea,1991,15.1,23.0,44.8,3.2,3468944,252063,3216881,
North Korea,1992,14.9,23.3,45.3,3.2,3562423,254672,3307751,
North Korea,1993,14.7,23.6,45.9,3.2,3653555,256943,3396612,
North Korea,1994,14.5,23.8,46.4,3.2,3738922,258642,3480279,
North Korea,1995,14.4,24.0,46.8,3.1,3816160,259628,3556533,
North Korea,1996,14.3,24.2,47.1,3.1,3882768,259858,3622909,
North Korea,1997,14.2,24.1,47.0,3.0,3918673,253757,3664916,
North Korea,1998,14.2,24.0,46.9,2.9,3953946,249664,3704282,
North Korea,1999,14.2,23.9,46.9,2.8,3993073,247259,3745813,
North Korea,2000,14.2,23.9,46.8,2.8,4036937,246344,3790593,
North Korea,2001,14.2,23.9,46.8,2.8,4085740,246707,3839033,
North Korea,2002,14.2,23.9,46.9,2.8,4139302,248108,3891194,
North Korea,2003,14.2,24.0,46.9,2.7,4194494,250317,3944177,
North Korea,2004,14.2,24.0,47.0,2.7,4248439,252621,3995818,
North Korea,2005,14.3,24.0,46.9,2.7,4297564,255224,4042340,
North Korea,2006,14.4,23.9,46.7,2.7,4333552,258189,4075362,
North Korea,2007,14.5,23.8,46.5,2.7,4369573,261520,4108053,
North Korea,2008,14.6,23.7,46.4,2.8,4405241,264957,4140284,
North Korea,2009,14.7,23.8,46.4,2.8,4455460,268315,4187145,
North Korea,2010,14.8,23.8,46.4,2.8,4511809,271635,4240174,
North Korea,2011,14.8,23.9,46.6,2.8,4572481,274954,4297527,
North Korea,2012,14.9,24.0,46.8,2.8,4637347,278562,4358785,
Norway,1980,4.8,34.4,39.2,29.8,1094038,482464,611575,Europe
Norway,1981,4.8,34.6,39.4,30.0,1107557,488780,618777,Europe
Norway,1982,4.9,34.7,39.4,30.1,1120905,495761,625144,Europe
Norway,1983,4.9,34.7,39.4,30.2,1132618,502524,630093,Europe
Norway,1984,5.0,34.7,39.2,30.4,1142223,509150,633073,Europe
Norway,1985,5.0,34.7,39.0,30.5,1149926,515963,633963,Europe
Norway,1986,5.1,34.6,38.6,30.7,1156674,523850,632824,Europe
Norway,1987,5.2,34.5,38.1,31.0,1163689,533026,630663,Europe
Norway,1988,5.3,34.3,37.6,31.2,1168799,541683,627116,Europe
Norway,1989,5.4,34.1,36.9,31.4,1168822,548412,620410,Europe
Norway,1990,5.5,33.9,36.3,31.6,1165144,553076,612068,Europe
